Jurisdiction,State,Year,ElectionDate,Office,Winner,IncumbentStatusofWinner,total_cands_with_writein,Numberofrounds,Totalballotscast,Firstroundactivevotes,Finalroundactivevotes,Firstroundvoteforwinner,Firstroundpercentforwinner,Firstroundplaceforwinner,Finalroundvotesforwinner,Finalroundpercentforwinner,Winnersconsensusvalue,WinnersFinalRoundVotesasPe,Fullyrankedballots,Ballotswith2Rankings,BallotsRankingtheWinner,FirstRoundUndervote,FirstRoundOvervotes,pctfirstroundover,TotalBallotswithOvervotes,InactivebyOvervote,InactivebySkippedRankings,InactivebyAbstention,Inactivebyrankinglimit,TotalInactive,Includesduplicaterankings,Includesskippedrankings,TurnoutPercentpercentofregi,RegisteredVotersinJurisdictio,Condorcetwinner,ComeFromBehindWinner,NumberofRankingsPermitted,BallotStyle,BallotMarkingStyle,VotingEquipmentUsed,Linktofullresults,CVRAvailable,Notes,RaceID,AU,female_cands,male_cands,nonbin_cands,gender_miss_cands,black_cands,hisp_cands,mena_cands,aapi_cands,white_cands,other_cands,minority_cands,num_cands_no_writein,female_cands5,male_cands5,nonbin_cands5,gender_miss_cands5,black_cands5,hisp_cands5,mena_cands5,aapi_cands5,white_cands5,other_cands5,minority_cands5,total_cands5,open_seat,allcands_male,allcands_female,cands_mixed_gender,allcands_male5,allcands_female5,cands_mixed_gender5,special_election,month,gen_election,prim_election,level,record available
Oakland,CA,2012,11/6/2012,City Council District 1,Dan Kalb,OpenSeat,7,7,34180,28659,23741,8259,0.2881817,1,12293,0.5177962,.6126522,0.4289403,18246,22438,17558,5414.0,107.0,0.0031304856641311,214.0,42.0,0.0,1489.0,3387.0,4918,3843.0,97.0,0.7828138240615624,43663,Y,N,3.0,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11062012_CityCouncilDistrict1_tab1,,1,6,0,1,0,1,0,0,6,0,1,7,1,5,0,0,0,1,0,0,5,0,1,6,1,0,0,1,0,0,1,0.0,11,1,0,local,yes
Oakland,CA,2012,11/6/2012,City Council District 3,Lynette Gibson-McElhaney,OpenSeat,6,6,26761,22095,17427,5207,0.2356642,2,9397,0.5392207,.5733424,0.4252998,14846,17436,12668,4568.0,98.0,0.0036620455139942,203.0,48.0,0.0,1026.0,3594.0,4668,3991.0,107.0,0.7135695811001787,37503,Y,Y,3.0,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11062012_CityCouncilDistrict3_tab1,,2,4,0,1,4,0,0,0,2,0,4,6,2,4,0,0,4,0,0,0,2,0,4,6,1,0,0,1,0,0,1,0.0,11,1,0,local,yes
Oakland,CA,2012,11/6/2012,City Attorney,Barbara J. Parker,Incumbent*,2,1,156832,131609,131609,90055,0.6842617,1,90055,0.6842617,.8593713,0.6842617,61192,63255,113101,24980.0,243.0,0.0015494286880229,427.0,0.0,0.0,0.0,0.0,0,56696.0,1060.0,0.7332058588399197,213899,Y,N,3.0,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,"Incumbent appointed June, 2011",Oakland_11062012_CityAttorney_tab1,,2,0,0,1,1,0,0,0,1,0,1,2,2,0,0,0,1,0,0,0,1,0,1,2,0,0,1,0,0,1,0,0.0,11,1,0,local,yes
San Francisco,CA,2012,11/6/2012,Board of Supervisors District 5,London Breed,Challenger,8,7,40253,35147,26613,9842,0.2800239,1,14945,0.5615677,.5115942,0.4252141,23641,29030,17981,4897.0,209.0,0.0051921595905895,304.0,33.0,0.0,3604.0,4897.0,8534,1981.0,210.0,0.7242223061837678,55581,Y,N,3.0,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanFrancisco_11062012_BoardofSupervisorsDistrict5_tab1,,4,4,0,0,3,1,0,0,4,0,4,8,3,2,0,0,2,1,0,0,2,0,3,5,0,0,0,1,0,0,1,0.0,11,1,0,local,yes
Berkeley,CA,2012,11/6/2012,City Council District 2,Darryl Moore,Incumbent,3,1,6839,5804,5804,3407,0.587009,1,3407,0.587009,.8156444000000001,0.587009,2641,3827,4734,1020.0,15.0,0.0021933031144904,25.0,0.0,0.0,0.0,0.0,0,1274.0,26.0,0.7311310669232414,9354,Y,N,3.0,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Berkeley_11062012_CityCouncilDistrict2_tab1,,1,2,0,1,2,1,0,0,0,0,3,3,1,2,0,0,2,1,0,0,0,0,3,3,0,0,0,1,0,0,1,0.0,11,1,0,local,yes
Oakland,CA,2012,11/6/2012,School Director District 7,James Harris,Challenger,2,1,16440,14106,14106,7986,0.5661421,1,7986,0.5661421,.7900893000000001,0.5661421,7103,7320,11145,2299.0,35.0,0.0021289537712895,59.0,0.0,0.0,0.0,0.0,0,7960.0,197.0,0.6795354028024635,24193,Y,N,3.0,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11062012_SchoolDirectorDistrict7_tab1,,1,1,0,1,2,0,0,0,0,0,2,2,1,1,0,0,2,0,0,0,0,0,2,2,0,0,0,1,0,0,1,0.0,11,1,0,local,yes
Oakland,CA,2012,11/6/2012,City Council District 7,Larry E. Reid,Incumbent,3,1,17014,15065,15065,8725,0.579157,1,8725,0.579157,.8132094,0.579157,7211,9362,12251,1910.0,39.0,0.0022922299282943,91.0,0.0,0.0,0.0,0.0,0,5326.0,114.0,0.7032612739222089,24193,Y,N,3.0,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11062012_CityCouncilDistrict7_tab1,,2,1,0,1,3,0,0,0,0,0,3,3,2,1,0,0,3,0,0,0,0,0,3,3,0,0,0,1,0,0,1,0.0,11,1,0,local,yes
Berkeley,CA,2012,11/6/2012,Mayor,ToMBates,Incumbent,7,1,57492,53067,53067,28692,0.540675,1,28692,0.540675,.7244804,0.540675,27671,37031,38446,4269.0,156.0,0.002713420997704,291.0,0.0,0.0,0.0,0.0,0,7849.0,229.0,0.6994671143879115,82194,Y,N,3.0,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Berkeley_11062012_Mayor_tab1,,1,6,0,1,0,1,0,0,5,1,2,7,1,2,0,0,0,0,0,0,3,0,0,3,0,0,0,1,0,0,1,0.0,11,1,0,local,yes
Berkeley,CA,2012,11/6/2012,City Council District 5,Laurie Capitelli,Incumbent,2,1,8767,7984,7984,4333,0.5427104,1,4333,0.5427104,.7114228,0.5427104,2959,3031,5680,778.0,5.0,0.0005703205201323,12.0,0.0,0.0,0.0,0.0,0,2216.0,35.0,0.8076462459695992,10855,Y,N,3.0,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Berkeley_11062012_CityCouncilDistrict5_tab1,,1,1,0,1,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0.0,11,1,0,local,yes
San Leandro,CA,2012,11/6/2012,County Council District 4,Benny Lee,OpenSeat,4,4,28703,23275,21226,10271,0.4412889,1,12945,0.6098653,.7157035000000001,0.5561762,14663,17228,16658,5344.0,84.0,0.0029265233599275,183.0,31.0,0.0,2018.0,0.0,2049,4978.0,115.0,0.6735263750703961,42616,Y,N,3.0,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanLeandro_11062012_CountyCouncilDistrict4_tab1,,1,3,0,1,1,0,0,1,2,0,2,4,1,3,0,0,1,0,0,1,2,0,2,4,1,0,0,1,0,0,1,0.0,11,1,0,local,yes
San Leandro,CA,2012,11/6/2012,County Council District 6,JiMProla,Incumbent,2,1,28703,23697,23697,12873,0.5432333,1,12873,0.5432333,.8432291,0.5432333,14812,15056,19982,4946.0,60.0,0.0020903738285197,118.0,0.0,0.0,0.0,0.0,0,10955.0,187.0,0.6735263750703961,42616,Y,N,3.0,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanLeandro_11062012_CountyCouncilDistrict6_tab1,,0,2,0,1,0,0,0,1,1,0,1,2,0,2,0,0,0,0,0,1,1,0,1,2,0,1,0,0,1,0,0,0.0,11,1,0,local,yes
Oakland,CA,2014,11/4/2014,School Director District 6,Shanthi Gonzales,OpenSeat,2,1,12377,10384,10384,6078,0.5853235999999999,1,6078,0.5853235999999999,.8109592000000001,0.5853235999999999,5359,5362,8421,1973.0,20.0,0.0016159004605316,38.0,0.0,0.0,0.0,0.0,0,4886.0,191.0,0.4197015937605968,29490,Y,N,3.0,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11042014_SchoolDirectorDistrict6_tab1,,1,1,0,0,0,1,0,1,0,0,2,2,1,1,0,0,0,1,0,1,0,0,2,2,1,0,0,1,0,0,1,0.0,11,1,0,local,yes
Oakland,CA,2014,11/4/2014,School Director District 2,Aimee Eng,OpenSeat,2,1,15293,11710,11710,8907,0.7606319,1,8907,0.7606319,.8909479,0.7606319,5355,5358,10433,3566.0,17.0,0.0011116196952854,28.0,0.0,0.0,0.0,0.0,0,3772.0,185.0,0.4873952258023393,31377,Y,N,3.0,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11042014_SchoolDirectorDistrict2_tab1,,1,1,0,0,0,0,0,1,1,0,1,2,1,1,0,0,0,0,0,1,1,0,1,2,1,0,0,1,0,0,1,0.0,11,1,0,local,yes
Oakland,CA,2014,11/4/2014,City Auditor,Brenda Roberts,OpenSeat,2,1,104834,79287,79287,60970,0.7689785000000001,1,60970,0.7689785000000001,.8957584000000001,0.7689785000000001,41126,41141,71022,25448.0,99.0,0.0009443501154206,196.0,0.0,0.0,0.0,0.0,0,30285.0,1025.0,0.4742053529829514,221073,Y,N,3.0,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11042014_CityAuditor_tab1,,1,1,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,2,0,0,2,1,0,0,1,0,0,1,0.0,11,1,0,local,yes
Oakland,CA,2014,11/4/2014,City Council District 2,Abel Guillen,OpenSeat,5,4,15293,13555,12347,4886,0.3604574,1,6547,0.5302503000000001,.6548875,0.4829952,7790,10255,8877,1697.0,41.0,0.0026809651474531,96.0,18.0,0.0,529.0,661.0,1208,2090.0,94.0,0.4873952258023393,31377,Y,N,3.0,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11042014_CityCouncilDistrict2_tab1,,1,4,0,0,2,1,0,1,1,0,4,5,1,3,0,0,1,1,0,1,1,0,3,4,1,0,0,1,0,0,1,0.0,11,1,0,local,yes
Oakland,CA,2014,11/4/2014,City Council District 4,Annie Campbell Washington,OpenSeat,3,1,20018,17704,17704,11358,0.6415499,1,11358,0.6415499,.8813827000000001,0.6415499,7885,11991,15604,2294.0,20.0,0.0009991008092717,56.0,0.0,0.0,0.0,0.0,0,2730.0,119.0,0.5668091853781465,35317,Y,N,3.0,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11042014_CityCouncilDistrict4_tab1,,2,1,0,0,0,0,0,1,2,0,1,3,2,1,0,0,0,0,0,1,2,0,1,3,1,0,0,1,0,0,1,0.0,11,1,0,local,yes
San Francisco,CA,2014,11/4/2014,Board of Supervisors District 10,Malia Cohen,Incumbent,5,3,16342,15406,14925,7176,0.4657925000000001,1,7719,0.5171859,.6894716,0.5010386,7559,10265,10622,825.0,111.0,0.0067923142822176,145.0,11.0,0.0,198.0,272.0,481,2468.0,146.0,0.4630117580393823,35295,Y,N,3.0,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanFrancisco_11042014_BoardofSupervisorsDistrict10_tab1,,2,3,0,0,3,0,0,1,1,0,4,5,2,3,0,0,3,0,0,1,1,0,4,5,0,0,0,1,0,0,1,0.0,11,1,0,local,yes
Oakland,CA,2014,11/4/2014,School Director District 4,Nina Senn,OpenSeat,4,3,20018,16120,14886,6183,0.3835608,1,7802,0.5241165999999999,.7092432,0.4839950000000001,8491,11975,11433,3866.0,32.0,0.0015985612948346,61.0,9.0,0.0,1225.0,0.0,1234,2310.0,119.0,0.5668091853781465,35317,Y,N,3.0,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11042014_SchoolDirectorDistrict4_tab1,,2,2,0,0,3,0,0,0,0,1,4,4,2,2,0,0,3,0,0,0,0,1,4,4,1,0,0,1,0,0,1,0.0,11,1,0,local,yes
San Leandro,CA,2014,11/4/2014,County Council District 3,Lee Thomas,OpenSeat,3,1,17200,14194,14194,7671,0.5404396,1,7671,0.5404396,.841905,0.5404396,8161,9964,11950,2978.0,28.0,0.0016279069767442,58.0,0.0,0.0,0.0,0.0,0,2954.0,129.0,0.4046582754970003,42505,Y,N,3.0,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanLeandro_11042014_CountyCouncilDistrict3_tab1,,0,3,0,0,1,1,0,0,1,0,2,3,0,3,0,0,1,1,0,0,1,0,2,3,1,1,0,0,1,0,0,0.0,11,1,0,local,yes
San Leandro,CA,2014,11/4/2014,Mayor,Pauline Russo Cutter,OpenSeat,4,3,17200,16209,15367,7889,0.4867049,1,8801,0.5727208,.8266395,0.54297,8425,11493,13399,951.0,40.0,0.0023255813953488,104.0,9.0,0.0,833.0,0.0,842,3881.0,129.0,0.4046582754970003,42505,Y,N,3.0,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanLeandro_11042014_Mayor_tab1,,2,2,0,0,0,0,0,0,4,0,0,4,2,1,0,0,0,0,0,0,3,0,0,3,1,0,0,1,0,0,1,0.0,11,1,0,local,yes
Berkeley,CA,2014,11/4/2014,City Council District 7,Kriss Worthington,Incumbent,2,1,1786,1503,1503,833,0.5542249,1,833,0.5542249,.7631404000000001,0.5542249,677,678,1147,281.0,2.0,0.0011198208286674,5.0,0.0,0.0,0.0,0.0,0,410.0,43.0,0.2085230589608873,8565,Y,N,3.0,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Berkeley_11042014_CityCouncilDistrict7_tab1,,0,2,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,0,0,0.0,11,1,0,local,yes
Berkeley,CA,2014,11/4/2014,City Auditor,Ann-Marie Hogan,Incumbent,1,1,39092,27390,27390,27390,1.0,1,27390,1.0,1.00011,1.0,27390,0,27393,11682.0,20.0,0.0005116136293871,30.0,0.0,0.0,0.0,0.0,0,10359.0,855.0,0.4890901811630468,79928,Y,N,3.0,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Berkeley_11042014_CityAuditor_tab1,,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0,11,1,0,local,yes
Oakland,CA,2014,11/4/2014,City Council District 6,Desley Brooks,Incumbent,5,4,12383,11162,10376,4772,0.4275219,1,5430,0.5233231,.6036553,0.486472,5989,7712,6738,1178.0,43.0,0.0034725026245659,88.0,12.0,0.0,274.0,500.0,786,2996.0,107.0,0.4197911722828666,29498,Y,N,3.0,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11042014_CityCouncilDistrict6_tab1,,2,3,0,0,4,1,0,0,0,0,5,5,2,2,0,0,4,0,0,0,0,0,4,4,0,0,0,1,0,0,1,0.0,11,1,0,local,yes
Oakland,CA,2014,11/4/2014,Mayor,Libby Schaaf,Challenger,16,15,104834,101888,77227,30041,0.2948434,1,48806,0.631981,.56621,0.4790162,75390,87226,57690,2152.0,794.0,0.0075738787034741,1251.0,256.0,0.0,4746.0,19659.0,24661,13602.0,763.0,0.4742053529829514,221073,Y,N,3.0,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11042014_Mayor_tab1,,5,11,0,0,6,0,1,2,7,0,9,16,3,3,0,0,1,0,0,1,4,0,2,6,0,0,0,1,0,0,1,0.0,11,1,0,local,yes
Berkeley,CA,2014,11/4/2014,City Council District 8,Lori Droste,OpenSeat,4,3,4964,4518,4128,1318,0.291722,1,2072,0.501938,.7080567000000001,0.45861,2898,3793,3199,429.0,17.0,0.0034246575342466,38.0,7.0,0.0,383.0,0.0,390,415.0,31.0,0.4753878567324267,10442,Y,N,3.0,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Berkeley_11042014_CityCouncilDistrict8_tab1,,2,2,0,0,0,0,0,0,4,0,0,4,2,2,0,0,0,0,0,0,4,0,0,4,1,0,0,1,0,0,1,0.0,11,1,0,local,yes
San Leandro,CA,2014,11/4/2014,County Council District 5,Corina Lopez,OpenSeat,3,1,17200,14684,14684,7906,0.5384092,1,7906,0.5384092,.8469763,0.5384092,8630,10411,12437,2481.0,35.0,0.0020348837209302,75.0,0.0,0.0,0.0,0.0,0,3045.0,95.0,0.4046582754970003,42505,Y,N,3.0,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanLeandro_11042014_CountyCouncilDistrict5_tab1,,3,0,0,0,0,1,0,0,2,0,1,3,3,0,0,0,0,1,0,0,2,0,1,3,1,0,1,0,0,1,0,0.0,11,1,0,local,yes
Berkeley,CA,2014,11/4/2014,City Council District 1,Linda Maio,Incumbent,3,1,6109,5564,5564,3038,0.5460101,1,3038,0.5460101,.8314162000000001,0.5460101,2273,3614,4626,530.0,15.0,0.0024553936814536,30.0,0.0,0.0,0.0,0.0,0,1031.0,53.0,0.5852653765089098,10438,Y,N,3.0,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Berkeley_11042014_CityCouncilDistrict1_tab1,,2,1,0,0,0,1,0,0,2,0,1,3,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,1,0,0,1,0.0,11,1,0,local,yes
San Leandro,CA,2014,11/4/2014,County Council District 1,Deborah Cox,OpenSeat,4,3,17200,15445,13697,6552,0.424215,1,8898,0.6496313000000001,.7497572,0.5761088,9193,11256,11580,1681.0,74.0,0.0043023255813953,132.0,17.0,0.0,1731.0,0.0,1748,3340.0,97.0,0.4046582754970003,42505,Y,N,3.0,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanLeandro_11042014_CountyCouncilDistrict1_tab1,,1,3,0,0,1,0,0,1,2,0,2,4,1,3,0,0,1,0,0,1,2,0,2,4,1,0,0,1,0,0,1,0.0,11,1,0,local,yes
San Francisco,CA,2015,11/3/2015,Board of Supervisors District 3,Aaron Peskin,Challenger,3,1,17554,16694,16694,8767,0.5251587,1,8767,0.5251587,.6698814000000001,0.5251587,4478,7988,11183,819.0,41.0,0.0023356499943033,63.0,0.0,0.0,0.0,0.0,0,2083.0,136.0,0.50794293816372,34559,Y,N,3.0,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanFrancisco_11032015_BoardofSupervisorsDistrict3_tab1,,2,1,0,0,0,0,0,1,2,0,1,3,1,1,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,1,1.0,11,1,0,local,yes
San Francisco,CA,2015,11/3/2015,Mayor,Ed Lee,Incumbent,6,1,203069,189707,189707,105771,0.5575493,1,105771,0.5575493,.6240149,0.5575493,84870,103133,118380,12741.0,621.0,0.0030580738566694,1043.0,0.0,0.0,0.0,0.0,0,22398.0,1438.0,0.4544679384461135,446828,Y,N,3.0,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanFrancisco_11032015_Mayor_tab1,,1,5,0,1,0,1,0,1,4,0,2,6,1,3,0,0,0,1,0,1,2,0,2,4,0,0,0,1,0,0,1,0.0,11,1,0,local,yes
San Francisco,CA,2015,11/3/2015,Sheriff,Vicki Hennessy,Challenger,3,1,203069,185831,185831,113349,0.6099574,1,113349,0.6099574,.7968315,0.6099574,53191,90911,148076,17001.0,237.0,0.0011670909887772,469.0,0.0,0.0,0.0,0.0,0,26727.0,996.0,0.4544679384461135,446828,Y,N,3.0,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanFrancisco_11032015_Sheriff_tab1,,1,2,0,0,1,0,0,0,1,1,2,3,1,2,0,0,1,0,0,0,1,1,2,3,0,0,0,1,0,0,1,0.0,11,1,0,local,yes
San Francisco,CA,2016,11/8/2016,Board of Supervisors District 3,Aaron Peskin,Incumbent,2,1,31521,26658,26658,19211,0.7206467000000001,1,19211,0.7206467000000001,.8448121000000001,0.7206467000000001,10765,10769,22521,4839.0,24.0,0.0007613971637956,56.0,0.0,0.0,0.0,0.0,0,5897.0,483.0,0.7555369127516779,41720,Y,N,3.0,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanFrancisco_11082016_BoardofSupervisorsDistrict3_tab1,,0,2,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,0,0,0.0,11,1,0,local,yes
San Francisco,CA,2016,11/8/2016,Board of Supervisors District 1,Sandra Lee Fewer,OpenSeat,10,9,35109,31681,28496,12568,0.3967046,1,15037,0.5276881,.6633313,0.4746378,19667,24656,21015,3236.0,192.0,0.0054686832436127,255.0,18.0,0.0,936.0,2231.0,3185,1889.0,134.0,0.8012460632616732,43818,Y,N,3.0,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanFrancisco_11082016_BoardofSupervisorsDistrict1_tab1,,2,8,0,0,0,0,0,4,6,0,4,10,2,1,0,0,0,0,0,3,0,0,3,3,1,0,0,1,0,0,1,0.0,11,1,0,local,yes
San Francisco,CA,2016,11/8/2016,Board of Supervisors District 11,Ahsha Safai,OpenSeat,5,4,28010,25380,22031,9466,0.3729708,1,11222,0.5093732,.5795508,0.4421592,16006,19509,14709,2457.0,173.0,0.0061763655837201,257.0,32.0,0.0,748.0,2569.0,3349,2572.0,190.0,0.7324407719261545,38242,Y,N,3.0,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanFrancisco_11082016_BoardofSupervisorsDistrict11_tab1,,3,2,0,0,0,3,1,1,0,0,5,5,3,2,0,0,0,3,1,1,0,0,5,5,1,0,0,1,0,0,1,0.0,11,1,0,local,yes
Oakland,CA,2016,11/8/2016,City Attorney,Barbara J. Parker,Incumbent*,1,1,177631,128029,128029,128029,1.0,1,128029,1.0,1.00018,1.0,128029,0,128052,49454.0,148.0,0.0008331879007606,185.0,0.0,0.0,0.0,0.0,0,58230.0,3924.0,0.7158556932029758,248138,Y,N,3.0,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11082016_CityAttorney_tab1,,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0.0,11,1,0,local,yes
Berkeley,CA,2016,11/8/2016,City Council District 3,Ben Bartlett,OpenSeat,4,1,8276,7118,7118,4060,0.5703849000000001,1,4060,0.5703849000000001,.8288845,0.5703849000000001,3823,5174,5900,1143.0,15.0,0.0018124697921701,22.0,0.0,0.0,0.0,0.0,0,961.0,46.0,0.7423087272401112,11149,Y,N,3.0,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Berkeley_11082016_CityCouncilDistrict3_tab1,,1,3,0,0,3,0,0,0,1,0,3,4,1,2,0,0,2,0,0,0,1,0,2,3,1,0,0,1,0,0,1,0.0,11,1,0,local,yes
Oakland,CA,2016,11/8/2016,School Director District 3,Jumoke Hinton Hodge,Incumbent,5,4,28936,22351,20606,8905,0.3984162,1,10796,0.5239251,.6941971,0.4830209,11915,16091,15516,6478.0,107.0,0.0036978158695051,163.0,18.0,0.0,781.0,946.0,1745,4498.0,422.0,0.6864191673585577,42155,Y,N,3.0,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11082016_SchoolDirectorDistrict3_tab1,,3,2,0,0,3,0,0,1,1,0,4,5,2,2,0,0,2,0,0,1,1,0,3,4,0,0,0,1,0,0,1,0.0,11,1,0,local,yes
Oakland,CA,2016,11/8/2016,School Director District 5,Roseann Torres,Incumbent,4,3,16317,13305,12286,4786,0.3597144000000001,2,6277,0.5109067,.6807215,0.4717775,5981,8985,9057,2922.0,90.0,0.0055157198014341,118.0,10.0,0.0,1009.0,0.0,1019,3637.0,339.0,0.6614642451759364,24668,Y,Y,3.0,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11082016_SchoolDirectorDistrict5_tab1,,1,3,0,0,1,2,0,0,1,0,3,4,1,3,0,0,1,2,0,0,1,0,3,4,0,0,0,1,0,0,1,0.0,11,1,0,local,yes
Oakland,CA,2016,11/8/2016,School Director District 7,James Harris,Incumbent,2,1,17469,14930,14930,9965,0.6674481,1,9965,0.6674481,.8345613000000001,0.6674481,7450,7458,12460,2468.0,71.0,0.0040643425496594,96.0,0.0,0.0,0.0,0.0,0,8574.0,533.0,0.6305360043313482,27705,Y,N,3.0,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11082016_SchoolDirectorDistrict7_tab1,,0,2,0,0,2,0,0,0,0,0,2,2,0,2,0,0,2,0,0,0,0,0,2,2,0,1,0,0,1,0,0,0.0,11,1,0,local,yes
San Leandro,CA,2016,11/8/2016,County Council District 2,Ed Hernandez,OpenSeat,2,1,31790,26930,26930,14648,0.5439287,1,14648,0.5439287,.7735240000000001,0.5439287,14654,14658,20831,4755.0,105.0,0.0033029254482542,160.0,0.0,0.0,0.0,0.0,0,11996.0,1143.0,0.6865794134162672,46302,Y,N,3.0,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanLeandro_11082016_CountyCouncilDistrict2_tab1,,0,2,0,0,0,2,0,0,0,0,2,2,0,2,0,0,0,2,0,0,0,0,2,2,1,1,0,0,1,0,0,0.0,11,1,0,local,yes
Berkeley,CA,2016,11/8/2016,City Council District 5,Sophie Hahn,OpenSeat,2,1,10247,9323,9323,5821,0.6243698,1,5821,0.6243698,.7627373000000001,0.6243698,3633,3636,7111,920.0,4.0,0.0003903581536059,11.0,0.0,0.0,0.0,0.0,0,2522.0,62.0,0.8482615894039736,12080,Y,N,3.0,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Berkeley_11082016_CityCouncilDistrict5_tab1,,1,1,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,2,0,0,2,1,0,0,1,0,0,1,0.0,11,1,0,local,yes
Oakland,CA,2016,11/8/2016,City Council District 1,Dan Kalb,Incumbent,2,1,37139,31019,31019,25102,0.8092459,1,25102,0.8092459,.896515,0.8092459,11020,11023,27809,6098.0,22.0,0.0005923692075716,49.0,0.0,0.0,0.0,0.0,0,9357.0,434.0,0.789485991241869,47042,Y,N,3.0,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11082016_CityCouncilDistrict1_tab1,,0,2,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,0,0,0.0,11,1,0,local,yes
