filename,null_gamma,gamma,choices,candidates,level,partisan,type,irv1,irv2,condorcet1,plurality1,approval1irv2,condorcet2,plurality2,approval2,approval1,polarization,median_voter_distance,median_voter_preference_distance,bimodality,partisan2,diff,linearvotersfailure,mirror
Alaska_11082022_HouseDistrict9.csv,1,1,3,2,STATE,YES,R,"Shaw, Laddie H.","Shaw, Laddie H.","Shaw, Laddie H.","Shaw, Laddie H.",,"Shaw, Laddie H.","Shaw, Laddie H.","Shaw, Laddie H.","Shaw, Laddie H.",0.997998,0.24820788,0,,1,[],no,
Alaska_11082022_SenateDistrictO.csv,1,1,3,2,STATE,YES,S,"Shower, Michael K.","Shower, Michael K.","Shower, Michael K.","Shower, Michael K.",,"Shower, Michael K.","Shower, Michael K.","Shower, Michael K.","Shower, Michael K.",0.994995,0.44213599,0,,1,[],no,
Berkeley_11082016_CityCouncilDistrict5.csv,1,1,3,2,LOCAL,NO,R,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,0.995996,0.25287724,0,,0,[],no,
Alaska_11082022_SenateDistrictA.csv,1,1,3,2,STATE,YES,S,"Stedman, Bert K.","Stedman, Bert K.","Stedman, Bert K.","Stedman, Bert K.",,"Stedman, Bert K.","Stedman, Bert K.","Stedman, Bert K.","Stedman, Bert K.",0.996997,0.028147586,0,,1,[],no,
Alaska_11082022_HouseDistrict5.csv,1,1,3,2,STATE,YES,R,"Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.",,"Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.",0.995996,0.18529107,0,,1,[],no,
Berkeley_11032020_MemberCityCouncilDist6BerkeleyRCV.csv,1,1,5,2,LOCAL,NO,R,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF,,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF,0.994995,0.09205021,0,,0,[],no,
Berkeley_11062012_CityCouncilDistrict6.csv,1,1,3,2,LOCAL,NO,R,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF,,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF,0.1961962,0,0,,0,[],no,
Alaska_11082022_HouseDistrict26.csv,1,1,3,2,STATE,YES,R,"Tilton, Cathy L.","Tilton, Cathy L.","Tilton, Cathy L.","Tilton, Cathy L.",,"Tilton, Cathy L.","Tilton, Cathy L.","Tilton, Cathy L.","Tilton, Cathy L.",0.997998,0,0,,1,[],no,
Burlington_03072023_CityCouncilEastDistrict.csv,1,1,3,2,LOCAL,YES,R,"TIMOTHY C. DOHERTY,JR","TIMOTHY C. DOHERTY,JR","TIMOTHY C. DOHERTY,JR","TIMOTHY C. DOHERTY,JR",,"TIMOTHY C. DOHERTY,JR","TIMOTHY C. DOHERTY,JR","TIMOTHY C. DOHERTY,JR","TIMOTHY C. DOHERTY,JR",0.991992,0.41530946,0,,1,[],no,
NewYorkCity_06222021_REPCouncilMember24thCouncilDistrict.csv,1,1,3,2,LOCAL,RP,R,Timothy Rosen,Timothy Rosen,Timothy Rosen,Timothy Rosen,,Timothy Rosen,Timothy Rosen,Timothy Rosen,Timothy Rosen,0.992993,0.31981131,0,,,[],no,
Alaska_11082022_SenateDistrictI.csv,1,1,3,2,STATE,YES,S,"Tobin, Löki G.","Tobin, Löki G.","Tobin, Löki G.","Tobin, Löki G.",,"Tobin, Löki G.","Tobin, Löki G.","Tobin, Löki G.","Tobin, Löki G.",0.997998,0.047526501,0,,1,[],no,
NewYorkCity_06222021_REPCouncilMember19thCouncilDistrict.csv,1,1,3,2,LOCAL,RP,R,Vickie Paladino,Vickie Paladino,Vickie Paladino,Vickie Paladino,,Vickie Paladino,Vickie Paladino,Vickie Paladino,Vickie Paladino,0.993994,0.45227832,0,,,[],no,
SanLeandro_11062018_CountyCouncilDistrict3.csv,1,1,3,2,LOCAL,NO,R,"VICTOR AGUILAR, JR.","VICTOR AGUILAR, JR.","VICTOR AGUILAR, JR.","VICTOR AGUILAR, JR.",,"VICTOR AGUILAR, JR.","VICTOR AGUILAR, JR.",LEE THOMAS,LEE THOMAS,0.990991,0.48216408,0,,0,[],no,
Alaska_11082022_SenateDistrictK.csv,1,1,3,2,STATE,YES,S,"Wielechowski, Bill","Wielechowski, Bill","Wielechowski, Bill","Wielechowski, Bill",,"Wielechowski, Bill","Wielechowski, Bill","Wielechowski, Bill","Wielechowski, Bill",0.996997,0.24638101,0,,1,[],no,
Alaska_11082022_HouseDistrict22.csv,1,1,3,2,STATE,YES,R,"Wright, Stanley A.","Wright, Stanley A.","Wright, Stanley A.","Wright, Stanley A.",,"Wright, Stanley A.","Wright, Stanley A.","Wright, Stanley A.","Wright, Stanley A.",0.996997,0.46179774,0,,1,[],no,
Alaska_11052024_StateHouseD10.csv,1,1,3,2,STATE,YES,R,,,,,,,,,,,,,,,,,
Alaska_11052024_StateHouseD11.csv,1,1,3,2,STATE,YES,R,,,,,,,,,,,,,,,,,
Alaska_11052024_StateHouseD12.csv,1,1,3,2,STATE,YES,R,,,,,,,,,,,,,,,,,
Alaska_11052024_StateHouseD13.csv,1,1,3,2,STATE,YES,R,,,,,,,,,,,,,,,,,
Alaska_11052024_StateHouseD14.csv,1,1,3,2,STATE,YES,R,,,,,,,,,,,,,,,,,
Alaska_11052024_StateHouseD16.csv,1,1,3,2,STATE,YES,R,,,,,,,,,,,,,,,,,
Alaska_11052024_StateHouseD18.csv,1,1,3,2,STATE,YES,R,,,,,,,,,,,,,,,,,
Alaska_11052024_StateHouseD20.csv,1,1,3,2,STATE,YES,R,,,,,,,,,,,,,,,,,
Alaska_11052024_StateHouseD21.csv,1,1,3,2,STATE,YES,R,,,,,,,,,,,,,,,,,
Alaska_11052024_StateHouseD22.csv,1,1,3,2,STATE,YES,R,,,,,,,,,,,,,,,,,
Alaska_11052024_StateHouseD23.csv,1,1,3,2,STATE,YES,R,,,,,,,,,,,,,,,,,
Alaska_11052024_StateHouseD27.csv,1,1,3,2,STATE,YES,R,,,,,,,,,,,,,,,,,
Alaska_11052024_StateHouseD30.csv,1,1,3,2,STATE,YES,R,,,,,,,,,,,,,,,,,
Alaska_11052024_StateHouseD31.csv,1,1,3,2,STATE,YES,R,,,,,,,,,,,,,,,,,
Alaska_11052024_StateHouseD32.csv,1,1,3,2,STATE,YES,R,,,,,,,,,,,,,,,,,
Alaska_11052024_StateHouseD34.csv,1,1,3,2,STATE,YES,R,,,,,,,,,,,,,,,,,
Alaska_11052024_StateHouseD35.csv,1,1,3,2,STATE,YES,R,,,,,,,,,,,,,,,,,
Alaska_11052024_StateHouseD37.csv,1,1,3,2,STATE,YES,R,,,,,,,,,,,,,,,,,
Alaska_11052024_StateHouseD39.csv,1,1,3,2,STATE,YES,R,,,,,,,,,,,,,,,,,
Alaska_11052024_StateHouseD5.csv,1,1,3,2,STATE,YES,R,,,,,,,,,,,,,,,,,
Alaska_11052024_StateHouseD7.csv,1,1,3,2,STATE,YES,R,,,,,,,,,,,,,,,,,
Alaska_11052024_StateHouseD8.csv,1,1,3,2,STATE,YES,R,,,,,,,,,,,,,,,,,
Alaska_11052024_StateHouseD9.csv,1,1,3,2,STATE,YES,R,,,,,,,,,,,,,,,,,
Alaska_11052024_StateSenateH.csv,1,1,3,2,STATE,YES,R,,,,,,,,,,,,,,,,,
Alaska_11052024_StateSenateJ.csv,1,1,3,2,STATE,YES,R,,,,,,,,,,,,,,,,,
Alaska_11052024_StateSenateP.csv,1,1,3,2,STATE,YES,R,,,,,,,,,,,,,,,,,
Berkeley_11052024_CityCouncilD2.csv,1,1,5,2,LOCAL,NO,R,,,,,,,,,,,,,,,,,
Berkeley_11052024_CityCouncilD6.csv,1,1,5,2,LOCAL,NO,R,,,,,,,,,,,,,,,,,
Oakland_11052024_CityAttorney.csv,1,1,5,2,LOCAL,NO,R,,,,,,,,,,,,,,,,,
Oakland_11052024_School_Director_D1.csv,1,1,5,2,LOCAL,NO,B,,,,,,,,,,,,,,,,,
Oakland_11052024_School_Director_D3.csv,1,1,5,2,LOCAL,NO,B,,,,,,,,,,,,,,,,,
Oakland_11052024_School_Director_D5.csv,1,1,5,2,LOCAL,NO,B,,,,,,,,,,,,,,,,,
Oakland_11052024_School_Director_D7.csv,1,1,5,2,LOCAL,NO,B,,,,,,,,,,,,,,,,,
RedondoBeach_03042025_CityAttorney.csv,1,1,6,2,LOCAL,NO,O,,,,,,,,,,,,,,,,,
RedondoBeach_03042025_CityCouncilD2.csv,1,1,6,2,LOCAL,NO,R,,,,,,,,,,,,,,,,,
RedondoBeach_03042025_CityCouncilD4.csv,1,1,6,2,LOCAL,NO,R,,,,,,,,,,,,,,,,,
SanFrancisco_11052024_CityAttorney.csv,1,1,3,2,LOCAL,NO,O,,,,,,,,,,,,,,,,,
SanFrancisco_11052024_DistrictAttorney.csv,1,1,3,2,LOCAL,NO,O,,,,,,,,,,,,,,,,,
SanFrancisco_11052024_Sheriff.csv,1,1,3,2,LOCAL,NO,O,,,,,,,,,,,,,,,,,
SanFrancisco_11032015_BoardofSupervisorsDistrict3.csv,0.9037,0.87565851,3,3,LOCAL,NO,B,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,0.990991,0.287945,0.54126883,3.4618585,0,[],no,
NewYorkCity_06222021_DEMCouncilMember28thCouncilDistrict.csv,0.8893,0.89020389,4,3,LOCAL,DP,R,Adrienne E. Adams,Adrienne E. Adams,Adrienne E. Adams,Adrienne E. Adams,,Adrienne E. Adams,Adrienne E. Adams,Adrienne E. Adams,Adrienne E. Adams,0.98999,0.18755545,0,2.3077183,,[],no,
Minneapolis_11072017_PRBoardDistrict3.csv,0.8823,0.95242339,3,3,LOCAL,NO,B,AK Hassan,AK Hassan,AK Hassan,AK Hassan,,AK Hassan,AK Hassan,AK Hassan,AK Hassan,0.41241241,0,0,3.447242,0,[],no,
Minneapolis_11022021_CityCouncilWard12.csv,0.9346,0.97845954,3,3,LOCAL,NO,R,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,0.48248249,0,0,1.9494889,0,[],no,
Minneapolis_11072017_Ward12CityCouncil.csv,0.8377,0.89367986,3,3,LOCAL,NO,R,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,0.52352351,0,0,0.40828848,0,[],no,
Oakland_11042014_CityCouncilDistrict4.csv,0.868668669,0.93248659,3,3,LOCAL,NO,R,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,0.42842844,0.14923468,0,1.8835201,0,[],no,
Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict49.csv,0.8751,0.77624309,3,3,STATE,DP,R,"Arford, Poppy","Perreault, Corinne Ann","Arford, Poppy","Arford, Poppy",,"Perreault, Corinne Ann","Arford, Poppy","Perreault, Corinne Ann","Arford, Poppy",0.97897899,0.43989107,0.48880345,2.6068902,,"['IRV', 'Condorcet', 'Approval']",yes,
Minneapolis_11022021_ParkBoardDistrict2.csv,0.8722,0.85455054,3,3,LOCAL,NO,B,Becka Thompson,Eric Moran,Becka Thompson,Becka Thompson,,Eric Moran,Becka Thompson,Eric Moran,Becka Thompson,0.991992,0.52335757,0.52503604,2.9097145,0,"['IRV', 'Condorcet', 'Approval']",yes,
Minneapolis_11022021_ParkBoardDistrict3.csv,0.889389389,0.93116611,3,3,LOCAL,NO,B,Becky Alper,Becky Alper,Becky Alper,Becky Alper,,Becky Alper,Becky Alper,Becky Alper,Becky Alper,0.47347346,0.095679447,0,1.4661487,0,[],no,
Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict47.csv,0.872927073,0.81610578,3,3,STATE,DP,R,"Bell, Arthur L.","Bell, Arthur L.","Bell, Arthur L.","Bell, Arthur L.",,"Bell, Arthur L.","Bell, Arthur L.","Bell, Arthur L.","Bell, Arthur L.",0.47847849,0.03682746,0,3.1996295,,[],no,
Berkeley_11032020_MemberCityCouncilDist3BerkeleyRCV.csv,0.8904,0.90539837,5,3,LOCAL,NO,R,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,0.4054054,0.09044911,0,1.2603396,0,[],no,
Minneapolis_11062009_Ward13CityCouncil.csv,0.8599,0.96972233,3,3,LOCAL,NO,R,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,0.55755758,0,0,1.8156968,0,[],no,
SanFrancisco_11072006_BoardofSupervisorsDistrict8.csv,0.8658,0.94961059,3,3,LOCAL,NO,B,Bevan Dufty,Bevan Dufty,Bevan Dufty,Bevan Dufty,,Bevan Dufty,Bevan Dufty,Bevan Dufty,Bevan Dufty,0.42542541,0.10757274,0,1.8707043,0,[],no,
Alaska_11082022_SenateDistrictR.csv,0.8813,0.91031516,4,3,STATE,YES,S,"Bishop, Click","Bishop, Click","Bishop, Click","Bishop, Click",,"Bishop, Click","Bishop, Click","Bishop, Click","Bishop, Click",0.43143144,0.15904613,0,1.9899117,1,[],no,
Alaska_11082022_SenateDistrictD.csv,0.8818,0.94079727,4,3,STATE,YES,S,"Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.",,"Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.",0.32232231,0.31506911,0.32601073,3.4126835,1,[],no,
WoodlandHills_11022021_Mayor.csv,0.8666,0.86259544,3,3,LOCAL,NO,E,BRENT WINDER,BENJAMIN J HILLYARD,BRENT WINDER,BRENT WINDER,,BENJAMIN J HILLYARD,BRENT WINDER,BENJAMIN J HILLYARD,BRENT WINDER,0.97297299,0.38485765,0.41149464,2.2428439,0,"['IRV', 'Condorcet', 'Approval']",yes,
TakomaPark_11082022_CityCouncilWard5.csv,0.863,0.85626286,4,3,LOCAL,NO,R,Cara Honzak,Cara Honzak,Cara Honzak,Cara Honzak,,Cara Honzak,Cara Honzak,A. J. Campbell,Cara Honzak,0.44944945,0.32063198,0.45729676,2.7747545,0,['Approval'],no,
SanFrancisco_11042008_BoardofSupervisorsDistrict4.csv,0.865,0.8553521,3,3,LOCAL,NO,B,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,,CARMEN CHU,CARMEN CHU,RON DUDUM,CARMEN CHU,0.51651651,0.28568602,0.52163756,3.0312858,0,['Approval'],no,
SantaFe_03062018_CityCouncilDistrict2.csv,0.8755,0.86289549,3,3,LOCAL,NO,R,Carol Romero-Wirth,Carol Romero-Wirth,Carol Romero-Wirth,Carol Romero-Wirth,,Carol Romero-Wirth,Carol Romero-Wirth,Nate Downey,Carol Romero-Wirth,0.41941941,0.20901474,0,1.9516054,0,['Approval'],no,
Corvallis_11082022_Mayor.csv,0.8788,0.80626065,3,3,LOCAL,NO,E,Charles Maughan,Andrew Struthers,Charles Maughan,Charles Maughan,,Andrew Struthers,Andrew Struthers,Andrew Struthers,Andrew Struthers,0.4104104,0.40303853,0.47444478,2.4427605,0,"['IRV', 'Condorcet', 'Plurality']",yes,
Berkeley_11082016_CityCouncilDistrict2.csv,0.868668669,0.86450166,3,3,LOCAL,NO,R,CHERYL DAVILA,CHERYL DAVILA,CHERYL DAVILA,DARRYL MOORE,,CHERYL DAVILA,CHERYL DAVILA,CHERYL DAVILA,CHERYL DAVILA,0.55055058,0.02711436,0,2.4837875,0,['Plurality'],no,
Minneapolis_11072017_PRBoardDistrict1.csv,0.8773,0.90780044,3,3,LOCAL,NO,B,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer,,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer,0.4114114,0,0,3.3242671,0,[],no,
Springville_11022021_CityCouncil2yr.csv,0.8861,0.89083403,3,3,LOCAL,NO,R,CHRIS SORENSEN,CHRIS SORENSEN,CHRIS SORENSEN,CHRIS SORENSEN,,CHRIS SORENSEN,CHRIS SORENSEN,CHRIS SORENSEN,CHRIS SORENSEN,0.45145145,0.097895727,0,3.1438038,0,[],no,
SanLeandro_11042014_CountyCouncilDistrict5.csv,0.8677,0.80461258,3,3,LOCAL,NO,R,CORINA LOPEZ,CORINA LOPEZ,CORINA LOPEZ,CORINA LOPEZ,,CORINA LOPEZ,CORINA LOPEZ,MIA OUSLEY,CORINA LOPEZ,0.98598599,0.26319259,0.50867999,1.6646593,0,['Approval'],no,
Alaska_11082022_HouseDistrict11.csv,0.889,0.94790989,4,3,STATE,YES,R,"Coulombe, Julie","Coulombe, Julie","Coulombe, Julie","Featherly, Walter T.",,"Coulombe, Julie","Featherly, Walter T.","Coulombe, Julie","Coulombe, Julie",0.62362361,0.28694314,0,2.6132936,1,[],no,YES
Maine_07142020_RepublicanCandidateforUSHouseofRepresentativesDistrict2.csv,0.8905,0.86415285,3,3,FEDERAL,NO,R,"Crafts, Dale John","Crafts, Dale John","Crafts, Dale John","Crafts, Dale John",,"Crafts, Dale John","Crafts, Dale John","Crafts, Dale John","Crafts, Dale John",0.48448449,0,0,2.232409,,[],no,
Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict90.csv,0.8806,0.8003943,3,3,STATE,DP,R,"Crafts, Lydia V.","Pieh, Wendy","Crafts, Lydia V.","Crafts, Lydia V.",,"Pieh, Wendy","Pieh, Wendy","Pieh, Wendy","Crafts, Lydia V.",0.45745745,0.29928416,0.47249246,3.1116588,,"['IRV', 'Condorcet', 'Plurality', 'Approval']",yes,
Maine_07142020_DemocraticCandidateforMaineStateSenateDistrict11.csv,0.8685,0.78136808,3,3,STATE,DP,R,"Curry, Glenn Chip","Stanicki, Robyn M.","Curry, Glenn Chip","Curry, Glenn Chip",,"Stanicki, Robyn M.","Stanicki, Robyn M.","Stanicki, Robyn M.","Curry, Glenn Chip",0.47147146,0.38861951,0.48588598,2.4546297,,"['IRV', 'Condorcet', 'Plurality', 'Approval']",yes,
Oakland_11032020_MemberCityCouncilDist1OaklandRCV.csv,0.9013,0.86912441,5,3,LOCAL,NO,R,DAN KALB,DAN KALB,DAN KALB,DAN KALB,,DAN KALB,DAN KALB,DAN KALB,DAN KALB,0.4964965,0.25698411,0.50208104,1.8455431,0,[],no,
Berkeley_11062012_CityCouncilDistrict2.csv,0.868431568,0.91354614,3,3,LOCAL,NO,R,DARRYL MOORE,DARRYL MOORE,DARRYL MOORE,DARRYL MOORE,,DARRYL MOORE,DARRYL MOORE,DARRYL MOORE,DARRYL MOORE,0.54554552,0.18916851,0,1.020007,0,[],no,
SanLeandro_11062018_CountyCouncilDistrict1.csv,0.863736264,0.76261246,3,3,LOCAL,NO,R,DEBORAH COX,DEBORAH COX,DEBORAH COX,DEBORAH COX,,DEBORAH COX,DEBORAH COX,DEBORAH COX,DEBORAH COX,0.51351351,0.19048427,0,1.2922121,0,[],no,
Oakland_11022010_CityCouncilDistrict6.csv,0.8748,0.82001865,3,3,LOCAL,NO,R,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS,,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS,0.98098099,0.17700155,0,1.0727967,0,[],no,
Alaska_11082022_HouseDistrict31.csv,0.878921079,0.91760302,4,3,STATE,YES,R,"Dibert, Maxine L.","Dibert, Maxine L.","Dibert, Maxine L.","Dibert, Maxine L.",,"Dibert, Maxine L.","Dibert, Maxine L.","LeBon, Barton S.","Dibert, Maxine L.",0.65065068,0.33681509,0.65376419,2.2283971,1,['Approval'],no,YES
NewYorkCity_06222021_DEMBoroughPresidentQueens.csv,0.8803,0.92290205,4,3,LOCAL,DP,E,Donovan J. Richards Jr.,Elizabeth S. Crowley,Donovan J. Richards Jr.,Donovan J. Richards Jr.,,Elizabeth S. Crowley,Elizabeth S. Crowley,Elizabeth S. Crowley,Elizabeth S. Crowley,0.43643644,0.42988339,0.44173881,3.6999958,,"['IRV', 'Condorcet', 'Plurality']",yes,
Alaska_11082022_SenateDistrictJ.csv,0.8879,0.9500578,4,3,STATE,YES,S,"Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest",,"Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest",0.97697699,0.19988154,0,3.1323633,1,[],no,YES
Alaska_11082022_HouseDistrict27.csv,0.868231768,0.8960644,4,3,STATE,YES,R,"Eastman, David","Eastman, David","Eastman, David","Eastman, David",,"Eastman, David","Eastman, David","Eastman, David","Eastman, David",0.987988,0.29048997,0.52427042,2.2787588,1,[],no,
NewYorkCity_06222021_DEMCouncilMember45thCouncilDistrict.csv,0.84955045,0.92947584,4,3,LOCAL,DP,R,Farah N. Louis,Farah N. Louis,Farah N. Louis,Farah N. Louis,,Farah N. Louis,Farah N. Louis,Farah N. Louis,Farah N. Louis,0.47447446,0.028753841,0,1.2263174,,[],no,
Alaska_11082022_SenateDistrictE.csv,0.868568569,0.97468579,4,3,STATE,YES,S,"Giessel, Cathy","Giessel, Cathy","Giessel, Cathy","Giessel, Cathy",,"Giessel, Cathy","Giessel, Cathy","Giessel, Cathy","Giessel, Cathy",0.987988,0,0,3.6715939,1,[],no,
Maine_11082022_CongressionalDistrict2.csv,0.8894,0.95457411,4,3,FEDERAL,YES,R,"Golden, Jared Forrest","Golden, Jared Forrest","Golden, Jared Forrest","Golden, Jared Forrest",,"Golden, Jared Forrest","Golden, Jared Forrest","Golden, Jared Forrest","Golden, Jared Forrest",0.98398399,0.35182542,0.44016299,2.9989614,1,[],no,YES
Berkeley_11022010_CityCouncilDistrict8.csv,0.8749,0.81851852,3,3,LOCAL,NO,R,GORDON WOZNIAK,GORDON WOZNIAK,GORDON WOZNIAK,GORDON WOZNIAK,,GORDON WOZNIAK,GORDON WOZNIAK,GORDON WOZNIAK,GORDON WOZNIAK,0.97497499,0.2094035,0,0.68128705,0,[],no,
Alaska_11082022_HouseDistrict18.csv,0.8833,0.94289762,4,3,STATE,YES,R,"Groh, Cliff","Groh, Cliff","Groh, Cliff","Nelson, David",,"Groh, Cliff","Nelson, David","Groh, Cliff","Groh, Cliff",0.63063061,0.25291675,0,1.6584686,1,[],no,YES
Oakland_11082022_Schoolboarddistrict2.csv,0.862437562,0.96251905,5,3,LOCAL,NO,B,JENNIFER BROUHARD,JENNIFER BROUHARD,JENNIFER BROUHARD,JENNIFER BROUHARD,,JENNIFER BROUHARD,JENNIFER BROUHARD,JENNIFER BROUHARD,JENNIFER BROUHARD,0.43243244,0,0,3.0874746,0,[],no,
Minneapolis_11072017_Ward11CityCouncil.csv,0.8731,0.86008322,3,3,LOCAL,NO,R,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,0.54254252,0.021172896,0,2.9194746,0,[],no,
Burlington_03072023_CityCouncilSouthDistrict.csv,0.8653,0.88161808,4,3,LOCAL,YES,R,JOAN SHANNON,JOAN SHANNON,JOAN SHANNON,JOAN SHANNON,,JOAN SHANNON,JOAN SHANNON,JOAN SHANNON,JOAN SHANNON,0.52952951,0.030745292,0,0.29523709,1,[],no,
SantaFe_03062018_CityCouncilDistrict4.csv,0.871228771,0.71303284,3,3,LOCAL,NO,R,JoAnne Vigil Coppler,Eric John Holmes,JoAnne Vigil Coppler,JoAnne Vigil Coppler,,Eric John Holmes,JoAnne Vigil Coppler,Eric John Holmes,JoAnne Vigil Coppler,0.5025025,0.5008077,0.50938922,3.4296563,0,"['IRV', 'Condorcet', 'Approval']",yes,
LasCruces_11052019_COUNCILORPOSITION4CITYOFLASCRUCESDISTRICT4COUNCILOR.csv,0.877077077,0.78333336,3,3,LOCAL,NO,R,JOHANA BENCOMO,JOHANA BENCOMO,JOHANA BENCOMO,JOHANA BENCOMO,,JOHANA BENCOMO,JOHANA BENCOMO,ANTOINETTE M REYES,JOHANA BENCOMO,0.98598599,0.3429971,0.47590399,2.9770668,0,['Approval'],no,
Minneapolis_11062009_Ward11CityCouncil.csv,0.8875,0.9817363,3,3,LOCAL,NO,R,John Quincy,John Quincy,John Quincy,John Quincy,,John Quincy,John Quincy,John Quincy,John Quincy,0.6876877,0,0,1.7405512,0,[],no,
Alaska_11082022_HouseDistrict10.csv,0.889,0.93600118,4,3,STATE,YES,R,"Johnson, Craig W.","Johnson, Craig W.","Johnson, Craig W.","Johnson, Craig W.",,"Johnson, Craig W.","Johnson, Craig W.","Johnson, Craig W.","Johnson, Craig W.",0.990991,0.19891217,0,3.0635979,1,[],no,
PierceCounty_11042008_CountyCouncilDistrict2.csv,0.8861,0.89207715,3,3,LOCAL,YES,R,Joyce McDonald,Al Rose,Joyce McDonald,Joyce McDonald,,Al Rose,Joyce McDonald,Al Rose,Joyce McDonald,0.58358359,0.32784417,0.58542615,1.9478043,1,"['IRV', 'Condorcet', 'Approval']",yes,
PierceCounty_11032009_CountyAuditor.csv,0.8927,0.88539588,3,3,LOCAL,YES,O,Julie Anderson,Jan Shabro,Julie Anderson,Julie Anderson,,Jan Shabro,Julie Anderson,Jan Shabro,Julie Anderson,0.3993994,0.24799235,0.40559316,3.6545031,1,"['IRV', 'Condorcet', 'Approval']",yes,
Vineyard_11022021_Mayor.csv,0.8952,0.80091089,3,3,LOCAL,NO,E,JULIE FULLMER,JULIE FULLMER,JULIE FULLMER,JULIE FULLMER,,JULIE FULLMER,JULIE FULLMER,JULIE FULLMER,JULIE FULLMER,0.15515515,0.10893887,0,1.8652675,0,[],no,
NewYorkCity_06222021_DEMPublicAdvocateCitywide.csv,0.855344655,0.89846742,4,3,LOCAL,DP,O,Jumaane D. Williams,Jumaane D. Williams,Jumaane D. Williams,Jumaane D. Williams,,Jumaane D. Williams,Jumaane D. Williams,Jumaane D. Williams,Jumaane D. Williams,0.5055055,0.02088389,0,1.4098727,,[],no,
Oakland_11062012_SchoolDirectorDistrict3.csv,0.8723,0.81978351,3,3,LOCAL,NO,B,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,RICHARD FUENTES,JUMOKE HINTON HODGE,0.4954955,0.37636006,0.50103831,2.5142617,0,['Approval'],no,
Berkeley_11062018_CityCouncilDistrict4.csv,0.8921,0.89405543,3,3,LOCAL,NO,R,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,,KATE HARRISON,KATE HARRISON,BEN GOULD,KATE HARRISON,0.47847849,0.2385764,0,1.8588856,0,['Approval'],no,
Alaska_11082022_SenateDistrictP.csv,0.8866,0.8864556,4,3,STATE,YES,S,"Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott",,"Kawasaki, Scott","Kawasaki, Scott","Matherly, Jim","Matherly, Jim",0.98398399,0.47446194,0.65279967,3.1170959,1,[],no,
