Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,filename,diff,linear voters failure,gamma,mirror,#candidates,level,partisan,type,IRV1,IRV2,Condorcet1,Plurality1,Approval1IRV2,Condorcet2,Plurality2,Approval2,Approval1,polarization,median_voter_distance,median_voter_preference_distance,bimodality
382,382,382,SanLeandro_11042014_CountyCouncilDistrict1.csv,[],no,0.853869489,,4,LOCAL,NO,R,DEBORAH COX,DEBORAH COX,DEBORAH COX,DEBORAH COX,,DEBORAH COX,DEBORAH COX,DEBORAH COX,DEBORAH COX,0.2002002,0,0,2.195517708
385,385,385,SanLeandro_11042014_Mayor.csv,[],no,0.925437515,,4,LOCAL,NO,E,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,0.225225225,0.064241126,0,2.937872648
387,387,387,SanLeandro_11062012_CountyCouncilDistrict4.csv,[],no,0.769872488,,4,LOCAL,NO,R,BENNY LEE,BENNY LEE,BENNY LEE,BENNY LEE,,BENNY LEE,BENNY LEE,BENNY LEE,BENNY LEE,0.31031031,0.293051377,0.3180319,2.414205009
392,392,392,SanLeandro_11062018_Mayor.csv,[],no,0.895748714,,4,LOCAL,NO,E,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,0.18018018,0,0,2.390578597
58,58,58,Albany_11082022_CityCouncil.csv,[],no,0.420241566,,5,LOCAL,NO,R,JOHN ANTHONY MIKI,JOHN ANTHONY MIKI,JOHN ANTHONY MIKI,JOHN ANTHONY MIKI,,JOHN ANTHONY MIKI,JOHN ANTHONY MIKI,JOHN ANTHONY MIKI,JOHN ANTHONY MIKI,0.181181181,0.01768865,0,1.577511711
117,117,117,Minneapolis_11022021_CityCouncilWard11.csv,[],no,0.950591406,,5,LOCAL,NO,R,Emily Koski,Emily Koski,Emily Koski,Emily Koski,,Emily Koski,Emily Koski,Emily Koski,Emily Koski,0.099099099,0,0,2.813954099
119,119,119,Minneapolis_11022021_CityCouncilWard13.csv,[],no,0.952725284,,5,LOCAL,NO,R,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,0.134134134,0,0,0.972217177
120,120,120,Minneapolis_11022021_CityCouncilWard2.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",yes,0.895599202,,5,LOCAL,NO,R,Robin Wonsley Worlobah,Cam Gordon,-1,Robin Wonsley Worlobah,,Cam Gordon,Yusra Arab,Cam Gordon,Yusra Arab,0.311311311,0.249634677,0.249634677,2.450493578
138,138,138,Minneapolis_11052013_Ward13CityCouncil.csv,[],no,0.688474414,,5,LOCAL,NO,R,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,0.142142142,0.15419005,0.169663995,2.208315598
145,145,145,Minneapolis_11062009_PRBoardDistrict5.csv,['Plurality'],no,0.915813715,,5,LOCAL,NO,B,Carol Kummer,Carol Kummer,Carol Kummer,Carol Kummer,,Carol Kummer,Jason Stone,Carol Kummer,Carol Kummer,0.16016016,0.131217972,0.159285691,3.6753325
151,151,151,Minneapolis_11062009_Ward1CityCouncil.csv,[],no,0.880544355,,5,LOCAL,NO,R,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,0.177177177,0,0,2.872590458
155,155,155,Minneapolis_11062009_Ward5CityCouncil.csv,[],no,0.88960739,,5,LOCAL,NO,R,Don Samuels,Don Samuels,Don Samuels,Don Samuels,,Don Samuels,Don Samuels,Don Samuels,Don Samuels,0.194194194,0,0,2.309975897
158,158,158,Minneapolis_11062009_Ward8CityCouncil.csv,[],no,0.872292273,,5,LOCAL,NO,R,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,0.244244244,0.035545047,0,0.420219788
179,179,179,Minnetonka_11022021_CityCouncilAtLargeSeatA.csv,[],no,0.92129415,,5,LOCAL,NO,R,Deb Calvert,Deb Calvert,Deb Calvert,Deb Calvert,,Deb Calvert,Deb Calvert,Deb Calvert,Deb Calvert,0.716716717,0.032001857,0,0.657083095
180,180,180,Minnetonka_11022021_CityCouncilAtLargeSeatB.csv,[],no,0.919126328,,5,LOCAL,NO,R,Kimberly Wilburn,Kimberly Wilburn,Kimberly Wilburn,Kimberly Wilburn,,Kimberly Wilburn,Kimberly Wilburn,Kimberly Wilburn,Kimberly Wilburn,0.736736737,0.14871837,0,1.421782447
257,257,257,Oakland_11032020_MemberCityCouncilDist7OaklandRCV.csv,['Approval'],yes,0.485817589,,5,LOCAL,NO,R,TREVA REID,TREVA REID,TREVA REID,TREVA REID,,TREVA REID,TREVA REID,"ROBERT ""BOB"" JACKSON",TREVA REID,0.504504505,0.467330542,0.509916614,3.606441374
259,259,259,Oakland_11032020_SchoolDirectorDist3OaklandRCV.csv,[],no,0.565364847,,5,LOCAL,NO,B,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,0.421421421,0.253251273,0.171892585,2.311748844
261,261,261,Oakland_11032020_SchoolDirectorDist7OaklandRCV.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",yes,0.521027148,,5,LOCAL,NO,B,CLIFFORD THOMPSON,"BEN ""COACH"" TAPSCOTT",CLIFFORD THOMPSON,CLIFFORD THOMPSON,,"BEN ""COACH"" TAPSCOTT","BEN ""COACH"" TAPSCOTT","BEN ""COACH"" TAPSCOTT",CLIFFORD THOMPSON,0.189189189,0.206467766,0.198404895,3.638460313
263,263,263,Oakland_11042014_CityCouncilDistrict2.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",yes,0.842372881,,5,LOCAL,NO,R,ABEL GUILLEN,DANA KING,ABEL GUILLEN,ABEL GUILLEN,,DANA KING,DANA KING,DANA KING,ABEL GUILLEN,0.173173173,0.018092483,0.018092483,2.249899687
265,265,265,Oakland_11042014_CityCouncilDistrict6.csv,['Approval'],no,0.884636022,,5,LOCAL,NO,R,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS,,DESLEY BROOKS,DESLEY BROOKS,SHEREDA F. NOSAKHARE,DESLEY BROOKS,0.163163163,0,0,2.145439142
271,271,271,Oakland_11062012_CityCouncilAtLarge.csv,[],no,0.845628983,,5,LOCAL,NO,R,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,0.182182182,0.152190653,0.191642701,2.936132172
283,283,283,Oakland_11062018_CityCouncilDistrict6.csv,[],no,0.841937647,,5,LOCAL,NO,R,LOREN TAYLOR,LOREN TAYLOR,LOREN TAYLOR,LOREN TAYLOR,,LOREN TAYLOR,LOREN TAYLOR,LOREN TAYLOR,LOREN TAYLOR,0.558558559,0.016087401,0,2.583438391
291,291,291,Oakland_11082016_CouncilAtLrg.csv,[],no,0.818718985,,5,LOCAL,NO,R,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,0.159159159,0,0,1.264201519
293,293,293,Oakland_11082016_SchoolDirectorDistrict3.csv,[],no,0.858387313,,5,LOCAL,NO,B,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,0.089089089,0,0,2.285026876
316,316,316,SanFrancisco_11022004_BoardofSupervisorsDistrict2.csv,[],no,0.803264904,,5,LOCAL,NO,B,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,0.34034034,0.08689336,0,0.928931735
341,341,341,SanFrancisco_11042014_BoardofSupervisorsDistrict10.csv,[],no,0.891421172,,5,LOCAL,NO,B,MALIA COHEN,MALIA COHEN,MALIA COHEN,MALIA COHEN,,MALIA COHEN,MALIA COHEN,MALIA COHEN,MALIA COHEN,0.212212212,0.181528229,0.218701118,1.963287043
362,362,362,SanFrancisco_11082011_DistrictAttorney.csv,['Approval'],no,0.840521439,,5,LOCAL,NO,O,GEORGE GASCÓN,GEORGE GASCÓN,GEORGE GASCÓN,GEORGE GASCÓN,,GEORGE GASCÓN,GEORGE GASCÓN,SHARMIN BOCK,GEORGE GASCÓN,0.18018018,0.249163671,0.192180119,1.663890661
366,366,366,SanFrancisco_11082016_BoardofSupervisorsDistrict11.csv,"['IRV', 'Condorcet']",yes,0.814134276,,5,LOCAL,NO,B,AHSHA SAFAI,KIM ALVARENGA,AHSHA SAFAI,AHSHA SAFAI,,KIM ALVARENGA,AHSHA SAFAI,KIM ALVARENGA,KIM ALVARENGA,0.199199199,0.211645814,0.211645814,2.762170359
369,369,369,SanFrancisco_11082016_BoardofSupervisorsDistrict7.csv,[],no,0.832781691,,5,LOCAL,NO,B,NORMAN YEE,NORMAN YEE,NORMAN YEE,NORMAN YEE,,NORMAN YEE,NORMAN YEE,NORMAN YEE,NORMAN YEE,0.661661662,0.13225918,0.246874718,1.411850445
396,396,396,SantaFe_03062018_Mayor.csv,[],no,0.423963134,,5,LOCAL,NO,E,Alan Webber,Alan Webber,Alan Webber,Alan Webber,,Alan Webber,Alan Webber,Alan Webber,Alan Webber,0.831831832,0.106516574,0,2.865840688
402,402,402,TakomaPark_11082022_CityCouncilWard3.csv,['Approval'],no,0.771865889,,5,LOCAL,NO,R,Randy Gibson,Randy Gibson,Randy Gibson,Randy Gibson,,Randy Gibson,Randy Gibson,Alex Hadden,Randy Gibson,0.048048048,0.083071205,0.164805964,3.13674398
116,116,116,Minneapolis_11022021_CityCouncilWard10.csv,[],no,0.896078247,,6,LOCAL,NO,R,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,0.462462462,0.110303116,0.164641584,2.192475774
140,140,140,Minneapolis_11052013_Ward9CityCouncil.csv,[],no,0.800720288,,6,LOCAL,NO,R,ALONDRA CANO,ALONDRA CANO,ALONDRA CANO,ALONDRA CANO,,ALONDRA CANO,ALONDRA CANO,ALONDRA CANO,ALONDRA CANO,0.329329329,0.127224013,0.131304378,3.070959944
156,156,156,Minneapolis_11062009_Ward6CityCouncil.csv,[],no,0.852178423,,6,LOCAL,NO,R,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren,,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren,0.518518519,0,0,0.942146697
255,255,255,Oakland_11032020_MemberCityCouncilDist3OaklandRCV.csv,[],no,0.561540708,,6,LOCAL,NO,R,CARROLL FIFE,CARROLL FIFE,CARROLL FIFE,CARROLL FIFE,,CARROLL FIFE,CARROLL FIFE,CARROLL FIFE,CARROLL FIFE,0.189189189,0.072842785,0.072842785,0.574822208
273,273,273,Oakland_11062012_CityCouncilDistrict3.csv,['Plurality'],no,0.805534135,,6,LOCAL,NO,R,LYNETTE GIBSON-MCELHANEY,LYNETTE GIBSON-MCELHANEY,LYNETTE GIBSON-MCELHANEY,SEAN SULLIVAN,,LYNETTE GIBSON-MCELHANEY,LYNETTE GIBSON-MCELHANEY,LYNETTE GIBSON-MCELHANEY,LYNETTE GIBSON-MCELHANEY,0.084084084,0.038410489,0,3.207751846
311,311,311,Portland_06142022_Schoolboarddistrict5-1.csv,[],no,0.837006663,,6,LOCAL,NO,B,"Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.",,"Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.",0.113113113,0,0,2.041407388
320,320,320,SanFrancisco_11022004_BoardofSupervisorsDistrict9.csv,[],no,0.82237239,,6,LOCAL,NO,B,Tom Ammiano,Tom Ammiano,Tom Ammiano,Tom Ammiano,,Tom Ammiano,Tom Ammiano,Tom Ammiano,Tom Ammiano,0.092092092,0,0,2.51460393
322,322,322,SanFrancisco_11022010_BoardofSupervisorsDistrict2.csv,"['IRV', 'Condorcet', 'Approval']",yes,0.864945506,,6,LOCAL,NO,B,MARK FARRELL,JANET REILLY,MARK FARRELL,JANET REILLY,,JANET REILLY,JANET REILLY,JANET REILLY,MARK FARRELL,0.117117117,0.023088946,0.023088946,0.675562681
326,326,326,SanFrancisco_11032015_Mayor.csv,[],no,0.845835636,,6,LOCAL,NO,E,ED LEE,ED LEE,ED LEE,ED LEE,,ED LEE,ED LEE,ED LEE,ED LEE,0.457457457,0.059536583,0,0.725040796
350,350,350,SanFrancisco_11062018_BoardofSupervisorsDistrict10.csv,[],no,0.845373237,,6,LOCAL,NO,B,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,0.098098098,0.041332986,0,2.200928491
357,357,357,SanFrancisco_11072006_BoardofSupervisorsDistrict4.csv,[],no,0.856955381,,6,LOCAL,NO,B,Ed Jew,Ed Jew,Ed Jew,Ed Jew,,Ed Jew,Ed Jew,Ed Jew,Ed Jew,0.164164164,0.089057932,0.126308501,3.23181633
379,379,379,SanLeandro_11022010_Mayor.csv,"['IRV', 'Condorcet', 'Approval']",yes,0.746593035,,6,LOCAL,NO,E,STEPHEN H. CASSIDY,ANTHONY B. ''TONY'' SANTOS,STEPHEN H. CASSIDY,ANTHONY B. ''TONY'' SANTOS,,JOYCE RUTLEDGE STAROSCIAK,ANTHONY B. ''TONY'' SANTOS,JOYCE RUTLEDGE STAROSCIAK,STEPHEN H. CASSIDY,0.491491491,0.13873301,0.001593976,3.07575559
405,405,405,TakomaPark_11082022_Mayor.csv,[],no,0.714811569,,6,LOCAL,NO,E,Talisha Searcy,Talisha Searcy,Talisha Searcy,Talisha Searcy,,Talisha Searcy,Talisha Searcy,Talisha Searcy,Talisha Searcy,0.116116116,0.006001051,0.000259423,1.470500811
76,76,76,Berkeley_11062012_Mayor.csv,[],no,0.855513881,,7,LOCAL,NO,E,TOM BATES,TOM BATES,TOM BATES,TOM BATES,,TOM BATES,TOM BATES,TOM BATES,TOM BATES,0.547547548,0,0,0.032532518
123,123,123,Minneapolis_11022021_CityCouncilWard5.csv,"['IRV', 'Condorcet']",yes,0.826642336,,7,LOCAL,NO,R,Jeremiah Ellison,Kristel Porter,Jeremiah Ellison,Jeremiah Ellison,,Kristel Porter,Jeremiah Ellison,Kristel Porter,Kristel Porter,0.377377377,0.312156265,0.312156265,3.126831477
129,129,129,Minneapolis_11022021_ParkBoardAtLarge.csv,[],no,0.830588324,,7,LOCAL,NO,B,Meg Forney,Meg Forney,Meg Forney,Meg Forney,,Meg Forney,Meg Forney,Meg Forney,Meg Forney,0.45045045,0.184051429,0.208789731,2.048810492
248,248,248,Oakland_11022010_CityCouncilDistrict4.csv,[],no,0.84913937,,7,LOCAL,NO,R,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,0.061061061,0,0,2.711566054
272,272,272,Oakland_11062012_CityCouncilDistrict1.csv,"['IRV', 'Condorcet', 'Approval']",yes,0.812390803,,7,LOCAL,NO,R,DAN KALB,AMY LEMLEY,DAN KALB,DAN KALB,,AMY LEMLEY,DAN KALB,AMY LEMLEY,DAN KALB,0.123123123,0.125092769,0.12516078,3.231326498
282,282,282,Oakland_11062018_CityCouncilDistrict4.csv,"['IRV', 'Condorcet', 'Approval']",no,0.804977447,,7,LOCAL,NO,R,SHENG THAO,PAM HARRIS,SHENG THAO,SHENG THAO,,PAM HARRIS,SHENG THAO,PAM HARRIS,SHENG THAO,0.099099099,0.034312636,0,2.011462432
309,309,309,Portland_06142022_SchoolboardAL-1.csv,[],no,0.701381867,,7,LOCAL,NO,B,"Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.",,"Lentz, Sarah M.","Lentz, Sarah M.","Grant, Benjamin K.","Grant, Benjamin K.",0.074074074,0,0,2.892803784
328,328,328,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT1.csv,['Approval'],no,0.513349582,,7,LOCAL,NO,B,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,MARJAN PHILHOUR,0.245245245,0.168748519,0.168748519,2.763076077
332,332,332,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT7.csv,['IRV'],yes,0.481051857,,7,LOCAL,NO,B,MYRNA MELGAR,JOEL ENGARDIO,MYRNA MELGAR,JOEL ENGARDIO,,MYRNA MELGAR,JOEL ENGARDIO,MYRNA MELGAR,MYRNA MELGAR,0.184184184,0.025528366,0.025528366,3.26614443
340,340,340,SanFrancisco_11042008_BoardofSupervisorsDistrict9.csv,[],no,0.806884371,,7,LOCAL,NO,B,DAVID CAMPOS,DAVID CAMPOS,DAVID CAMPOS,DAVID CAMPOS,,DAVID CAMPOS,DAVID CAMPOS,DAVID CAMPOS,DAVID CAMPOS,0.141141141,0.01306783,0,0.800248957
342,342,342,SanFrancisco_11052004_BoardofSupervisorsDistrict1.csv,[],no,0.816965992,,7,LOCAL,NO,B,Jake McGoldrick,Jake McGoldrick,Jake McGoldrick,Jake McGoldrick,,Jake McGoldrick,Jake McGoldrick,Jake McGoldrick,Jake McGoldrick,0.147147147,0.068356434,0,2.869933952
344,344,344,SanFrancisco_11052019_Mayor.csv,[],no,0.721709309,,7,LOCAL,NO,E,LONDON N. BREED,LONDON N. BREED,LONDON N. BREED,LONDON N. BREED,,LONDON N. BREED,LONDON N. BREED,LONDON N. BREED,LONDON N. BREED,0.097097097,0,0,0.315945683
355,355,355,SanFrancisco_11072006_BoardofSupervisorsDistrict10.csv,[],no,0.85826002,,7,LOCAL,NO,B,Sophie Maxwell,Sophie Maxwell,Sophie Maxwell,Sophie Maxwell,,Sophie Maxwell,Sophie Maxwell,Sophie Maxwell,Sophie Maxwell,0.082082082,0,0,0.792625547
404,404,404,TakomaPark_11082022_CityCouncilWard6.csv,"['IRV', 'Condorcet']",yes,0.673846154,,7,LOCAL,NO,R,Jason Small,Mike Moore,Jason Small,Jason Small,,Mike Moore,Jason Small,Mike Moore,Mike Moore,0.592592593,0.00117699,0.002018343,0.142424589
407,407,407,Vineyard_11052019_CityCouncil.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",no,0.237832874,,7,LOCAL,NO,R,CRISTY WELSH,G. TYCE FLAKE,CRISTY WELSH,CRISTY WELSH,,G. TYCE FLAKE,G. TYCE FLAKE,G. TYCE FLAKE,CRISTY WELSH,0.127127127,0.08033874,0.16067748,3.347526593
86,86,86,Berkeley_11082016_Mayor.csv,[],no,0.903156155,,8,LOCAL,NO,E,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,0.047047047,0,0,3.211456004
127,127,127,Minneapolis_11022021_CityCouncilWard9.csv,[],no,0.898175837,,8,LOCAL,NO,R,Jason Chavez,Jason Chavez,Jason Chavez,Jason Chavez,,Jason Chavez,Jason Chavez,Jason Chavez,Jason Chavez,0.076076076,0,0,1.350571607
314,314,314,SanFrancisco_06052018_Mayor.csv,"['IRV', 'Condorcet', 'Approval']",no,0.80451714,,8,LOCAL,NO,E,LONDON BREED,JANE KIM,LONDON BREED,LONDON BREED,,JANE KIM,LONDON BREED,JANE KIM,MARK LENO,0.147147147,0.00340919,0,0.634311363
315,315,315,SanFrancisco_11022004_BoardofSupervisorsDistrict11.csv,[],no,0.774637556,,8,LOCAL,NO,B,Gerardo Sandoval,Gerardo Sandoval,Gerardo Sandoval,Gerardo Sandoval,,Gerardo Sandoval,Gerardo Sandoval,Gerardo Sandoval,Gerardo Sandoval,0.117117117,0.021506277,0.036101813,1.895951537
347,347,347,SanFrancisco_11062012_BoardofSupervisorsDistrict5.csv,[],no,0.792349572,,8,LOCAL,NO,B,LONDON BREED,LONDON BREED,LONDON BREED,LONDON BREED,,LONDON BREED,LONDON BREED,LONDON BREED,LONDON BREED,0.084084084,0.032424166,0.049390842,0.96876819
352,352,352,SanFrancisco_11062018_BoardofSupervisorsDistrict4.csv,[],no,0.820621667,,8,LOCAL,NO,B,GORDON MAR,GORDON MAR,GORDON MAR,GORDON MAR,,GORDON MAR,GORDON MAR,GORDON MAR,GORDON MAR,0.147147147,0,0,0.848699407
358,358,358,SanFrancisco_11072006_BoardofSupervisorsDistrict6.csv,[],no,0.880441447,,8,LOCAL,NO,B,Chris Daly,Chris Daly,Chris Daly,Chris Daly,,Chris Daly,Chris Daly,Chris Daly,Chris Daly,0.158158158,0.068215885,0,3.427792711
334,334,334,SanFrancisco_11042008_BoardofSupervisorsDistrict1.csv,"['IRV', 'Condorcet']",no,0.813193674,,9,LOCAL,NO,B,ERIC MAR,SUE LEE,ERIC MAR,ERIC MAR,,SUE LEE,ERIC MAR,SUE LEE,SUE LEE,0.091091091,0.095998962,0.180775427,2.380440379
335,335,335,SanFrancisco_11042008_BoardofSupervisorsDistrict11.csv,"['IRV', 'Condorcet', 'Approval']",yes,0.780041881,,9,LOCAL,NO,B,JOHN AVALOS,AHSHA SAFAI,JOHN AVALOS,JOHN AVALOS,,AHSHA SAFAI,JOHN AVALOS,AHSHA SAFAI,JOHN AVALOS,0.119119119,0.000184391,0.000195303,0.619174693
336,336,336,SanFrancisco_11042008_BoardofSupervisorsDistrict3.csv,[],no,0.811351153,,9,LOCAL,NO,B,DAVID CHIU,DAVID CHIU,DAVID CHIU,DAVID CHIU,,DAVID CHIU,DAVID CHIU,DAVID CHIU,DAVID CHIU,0.166166166,0.059661559,0,3.225719458
348,348,348,SanFrancisco_11062012_BoardofSupervisorsDistrict7.csv,[],no,0.772956834,,9,LOCAL,NO,B,NORMAN YEE,NORMAN YEE,NORMAN YEE,NORMAN YEE,,NORMAN YEE,NORMAN YEE,NORMAN YEE,NORMAN YEE,0.159159159,0.078080492,0.078991985,2.890127282
103,103,103,LasCruces_11052019_MAYORCITYOFLASCRUCES.csv,[],no,0.493740219,,10,LOCAL,NO,E,KEN MIYAGISHIMA,KEN MIYAGISHIMA,KEN MIYAGISHIMA,KEN MIYAGISHIMA,,KEN MIYAGISHIMA,KEN MIYAGISHIMA,KEN MIYAGISHIMA,KEN MIYAGISHIMA,0.157157157,0.137596014,0.159135824,1.632392197
250,250,250,Oakland_11022010_Mayor.csv,[],no,0.768744882,,10,LOCAL,NO,E,JEAN QUAN,JEAN QUAN,JEAN QUAN,DON PERATA,,JEAN QUAN,DON PERATA,JEAN QUAN,JEAN QUAN,0.2002002,0.102392578,0.069620523,3.107419178
284,284,284,Oakland_11062018_Mayor.csv,[],no,0.797998832,,10,LOCAL,NO,E,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,0.088088088,0,0,1.413080265
298,298,298,Oakland_11082022_Mayor.csv,"['IRV', 'Condorcet', 'Approval']",yes,0.506844053,,10,LOCAL,NO,E,SHENG THAO,LOREN MANUEL TAYLOR,SHENG THAO,LOREN MANUEL TAYLOR,,LOREN MANUEL TAYLOR,LOREN MANUEL TAYLOR,LOREN MANUEL TAYLOR,SHENG THAO,0.108108108,0.099778503,0.120184463,2.920467955
365,365,365,SanFrancisco_11082016_BoardofSupervisorsDistrict1.csv,"['IRV', 'Condorcet', 'Approval']",no,0.826218265,,10,LOCAL,NO,B,SANDRA LEE FEWER,MARJAN PHILHOUR,SANDRA LEE FEWER,SANDRA LEE FEWER,,MARJAN PHILHOUR,SANDRA LEE FEWER,MARJAN PHILHOUR,SANDRA LEE FEWER,0.158158158,0,0,0.606276059
141,141,141,Minneapolis_11062009_Mayor.csv,[],no,0.934910455,,11,LOCAL,NO,E,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak,,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak,0.06006006,0,0,1.143728221
307,307,307,Portland_06082021_charter_commission_at_large.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",yes,0.362828835,,11,LOCAL,NO,B,"Chann, Marpheen S.","DiMillo, Steven A.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.",,"DiMillo, Steven A.","DiMillo, Steven A.","DiMillo, Steven A.","Sheikh-Yousef, Nasreen A.",0.388388388,0.019015305,0.03803061,3.572187337
114,114,114,Minneapolis_08112020_Ward6CityCouncilSpecialElection.csv,[],no,0.884719886,,12,LOCAL,NO,R,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,0.082082082,0.081753581,0.081753581,3.112455502
346,346,346,SanFrancisco_11062007_Mayor.csv,[],no,0.899669018,,12,LOCAL,NO,E,Gavin Newsom,Gavin Newsom,Gavin Newsom,Gavin Newsom,,Gavin Newsom,Gavin Newsom,Gavin Newsom,Gavin Newsom,0.542542543,0,0,0.2763958
319,319,319,SanFrancisco_11022004_BoardofSupervisorsDistrict7.csv,[],no,0.787129808,,13,LOCAL,NO,B,Sean R. Elsbernd,Sean R. Elsbernd,Sean R. Elsbernd,Sean R. Elsbernd,,Sean R. Elsbernd,Sean R. Elsbernd,Sean R. Elsbernd,Sean R. Elsbernd,0.155155155,0,0,0.817600403
310,310,310,Portland_06142022_Schoolboarddistrict5.csv,[],no,0.834358974,,14,LOCAL,NO,B,"Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.",,"Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.",0.076076076,0,0,3.585633752
323,323,323,SanFrancisco_11022010_BoardofSupervisorsDistrict6.csv,[],no,0.846534653,,14,LOCAL,NO,B,JANE KIM,JANE KIM,JANE KIM,JANE KIM,,JANE KIM,JANE KIM,JANE KIM,JANE KIM,0.203203203,0.006808402,0,2.173026185
266,266,266,Oakland_11042014_Mayor.csv,[],no,0.78096467,,16,LOCAL,NO,E,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,0.245245245,0.000158286,0.000158286,0.198185589
363,363,363,SanFrancisco_11082011_Mayor.csv,[],no,0.767766087,,16,LOCAL,NO,E,ED LEE,ED LEE,ED LEE,ED LEE,,ED LEE,ED LEE,ED LEE,ED LEE,0.17017017,0.01674871,0.011017184,2.064968185
